state,accountlength,areacode,internationalplan,voicemailplan,numbervmailmessages,totaldayminutes,totaldaycalls,totaldaycharge,totaleveminutes,totalevecalls,totalevecharge,totalnightminutes,totalnightcalls,totalnightcharge,totalintlminutes,totalintlcalls,totalintlcharge,numbercustomerservicecalls,class,
OR,135.0,408.0, yes, no,0.0,174.8,112.0,29.72,218.0,125.0,18.53,180.1,102.0,8.1,12.7,6.0,3.43,3.0, False.,
WV,43.0,510.0, no, yes,26.0,141.5,94.0,24.06,196.4,123.0,16.69,172.4,100.0,7.76,12.9,1.0,3.48,3.0, False.,
MO,120.0,415.0, no, no,0.0,79.2,123.0,13.46,212.1,106.0,18.03,224.6,104.0,10.11,10.2,4.0,2.75,3.0, False.,
WY,62.0,415.0, no, no,0.0,238.9,102.0,40.61,161.4,115.0,13.72,248.5,103.0,11.18,13.4,4.0,3.62,0.0, False.,
WV,160.0,408.0, no, yes,37.0,179.8,104.0,30.57,144.8,115.0,12.31,209.1,89.0,9.41,11.1,8.0,3.0,3.0, False.,
UT,67.0,510.0, no, no,0.0,225.9,78.0,38.4,243.1,83.0,20.66,84.1,94.0,3.78,13.5,2.0,3.65,2.0, False.,
KY,98.0,415.0, no, no,0.0,189.8,113.0,32.27,271.5,111.0,23.08,218.9,96.0,9.85,13.0,5.0,3.51,1.0, False.,
OK,103.0,510.0, no, no,0.0,267.0,97.0,45.39,204.3,151.0,17.37,246.9,67.0,11.11,11.3,7.0,3.05,1.0, False.,
TN,121.0,415.0, no, no,0.0,217.3,79.0,36.94,218.0,106.0,18.53,166.5,69.0,7.49,11.5,7.0,3.11,1.0, False.,
GA,111.0,415.0, no, no,0.0,129.1,92.0,21.95,148.9,132.0,12.66,264.0,103.0,11.88,16.8,7.0,4.54,2.0, False.,
NE,127.0,408.0, no, no,0.0,135.5,110.0,23.04,146.0,116.0,12.41,208.0,88.0,9.36,10.7,4.0,2.89,2.0, False.,
WA,65.0,510.0, no, no,0.0,183.4,63.0,31.18,183.6,80.0,15.61,153.5,83.0,6.91,10.7,4.0,2.89,4.0, False.,
MO,86.0,510.0, no, no,0.0,223.0,109.0,37.91,286.2,76.0,24.33,257.8,132.0,11.6,7.5,7.0,2.03,3.0, False.,
WV,133.0,510.0, no, yes,24.0,125.5,106.0,21.34,161.2,95.0,13.7,209.1,112.0,9.41,15.0,4.0,4.05,2.0, False.,
WA,238.0,415.0, no, no,0.0,202.0,60.0,34.34,213.9,105.0,18.18,266.4,90.0,11.99,12.0,1.0,3.24,2.0, False.,
ME,119.0,510.0, no, no,0.0,140.0,135.0,23.8,138.9,103.0,11.81,230.2,121.0,10.36,6.1,6.0,1.65,0.0, False.,
WI,113.0,415.0, no, no,0.0,126.0,90.0,21.42,205.8,92.0,17.49,217.0,121.0,9.76,12.8,1.0,3.46,0.0, False.,
NC,126.0,415.0, no, no,0.0,228.2,68.0,38.79,170.2,102.0,14.47,168.9,72.0,7.6,10.2,6.0,2.75,1.0, False.,
OK,103.0,415.0, no, no,0.0,278.4,121.0,47.33,252.2,139.0,21.44,202.3,96.0,9.1,13.7,1.0,3.7,1.0, False.,
MA,104.0,415.0, no, no,0.0,285.3,75.0,48.5,130.8,111.0,11.12,181.8,99.0,8.18,10.5,2.0,2.84,2.0, False.,
MN,56.0,415.0, no, no,0.0,222.9,100.0,37.89,145.2,110.0,12.34,170.6,129.0,7.68,5.6,8.0,1.51,1.0, False.,
ND,56.0,510.0, no, yes,37.0,153.7,97.0,26.13,271.4,91.0,23.07,179.0,121.0,8.06,8.3,2.0,2.24,1.0, False.,
AZ,155.0,415.0, yes, no,0.0,176.1,88.0,29.94,244.5,84.0,20.78,189.9,99.0,8.55,11.2,1.0,3.02,2.0, False.,
SC,100.0,408.0, no, yes,41.0,306.9,71.0,52.17,243.3,72.0,20.68,125.9,114.0,5.67,10.5,4.0,2.84,2.0, False.,
ME,113.0,408.0, no, no,0.0,203.4,85.0,34.58,219.8,140.0,18.68,240.0,107.0,10.8,8.3,5.0,2.24,1.0, False.,
MO,103.0,415.0, no, yes,37.0,230.7,112.0,39.22,319.4,116.0,27.15,299.4,77.0,13.47,7.9,3.0,2.13,2.0, False.,
NJ,160.0,415.0, no, no,0.0,118.9,106.0,20.21,163.5,75.0,13.9,195.0,131.0,8.78,13.1,4.0,3.54,0.0, False.,
WY,142.0,408.0, no, yes,34.0,219.5,85.0,37.32,144.0,120.0,12.24,258.2,84.0,11.62,7.0,3.0,1.89,1.0, False.,
OK,73.0,415.0, yes, yes,34.0,252.9,103.0,42.99,220.1,79.0,18.71,144.9,65.0,6.52,11.4,3.0,3.08,0.0, False.,
PA,135.0,415.0, no, yes,46.0,172.6,77.0,29.34,203.4,102.0,17.29,264.2,108.0,11.89,10.4,2.0,2.81,1.0, False.,
ND,120.0,415.0, no, no,0.0,174.1,108.0,29.6,209.6,96.0,17.82,267.5,99.0,12.04,11.6,2.0,3.13,0.0, False.,
NM,29.0,415.0, no, no,0.0,262.0,112.0,44.54,82.7,60.0,7.03,195.1,120.0,8.78,10.7,5.0,2.89,1.0, False.,
FL,158.0,415.0, no, no,0.0,123.3,115.0,20.96,130.4,91.0,11.08,243.7,119.0,10.97,11.2,3.0,3.02,3.0, False.,
MO,132.0,408.0, no, no,0.0,213.6,125.0,36.31,133.9,54.0,11.38,332.2,104.0,14.95,7.5,2.0,2.03,4.0, False.,
NV,104.0,415.0, no, no,0.0,210.9,90.0,35.85,272.2,101.0,23.14,304.3,86.0,13.69,10.6,5.0,2.86,3.0, False.,
SD,74.0,510.0, no, no,0.0,143.7,97.0,24.43,229.6,110.0,19.52,98.8,100.0,4.45,11.8,5.0,3.19,1.0, False.,
OR,28.0,415.0, no, no,0.0,171.2,90.0,29.1,173.9,65.0,14.78,210.5,139.0,9.47,14.0,4.0,3.78,2.0, False.,
TN,45.0,415.0, yes, no,0.0,189.6,96.0,32.23,171.7,69.0,14.59,222.0,102.0,9.99,13.9,7.0,3.75,1.0, False.,
VA,60.0,415.0, no, no,0.0,229.5,91.0,39.02,157.7,67.0,13.4,162.4,76.0,7.31,13.2,3.0,3.56,2.0, False.,
ME,173.0,408.0, no, no,0.0,128.6,108.0,21.86,248.3,92.0,21.11,130.1,115.0,5.85,10.4,2.0,2.81,4.0, False.,
FL,152.0,408.0, no, yes,26.0,214.8,82.0,36.52,226.7,135.0,19.27,206.7,97.0,9.3,7.6,11.0,2.05,1.0, False.,
RI,140.0,510.0, no, no,0.0,187.1,110.0,31.81,158.0,70.0,13.43,211.4,123.0,9.51,8.5,2.0,2.3,2.0, False.,
DC,94.0,415.0, no, yes,31.0,209.3,90.0,35.58,281.7,111.0,23.94,190.1,66.0,8.55,7.9,5.0,2.13,0.0, False.,
AR,88.0,415.0, no, no,0.0,141.7,102.0,24.09,226.2,125.0,19.23,100.1,93.0,4.5,11.9,8.0,3.21,0.0, False.,
OR,170.0,408.0, no, yes,22.0,173.6,66.0,29.51,142.2,83.0,12.09,156.5,93.0,7.04,5.2,3.0,1.4,1.0, False.,
SD,57.0,510.0, no, no,0.0,176.9,75.0,30.07,204.2,86.0,17.36,254.1,90.0,11.43,6.1,4.0,1.65,1.0, False.,
MS,78.0,510.0, yes, no,0.0,198.9,93.0,33.81,210.6,86.0,17.9,252.1,99.0,11.34,14.4,12.0,3.89,0.0, False.,
NC,102.0,408.0, no, yes,27.0,109.8,66.0,18.67,207.3,76.0,17.62,236.9,101.0,10.66,10.3,7.0,2.78,0.0, False.,
OH,49.0,408.0, no, no,0.0,202.3,105.0,34.39,195.4,131.0,16.61,190.1,88.0,8.55,9.0,2.0,2.43,3.0, False.,
IN,195.0,415.0, no, no,0.0,221.6,109.0,37.67,126.2,94.0,10.73,212.2,98.0,9.55,6.4,2.0,1.73,0.0, False.,
MT,64.0,415.0, no, no,0.0,131.3,105.0,22.32,109.4,114.0,9.3,246.2,125.0,11.08,12.7,4.0,3.43,4.0, False.,
SC,105.0,408.0, yes, no,0.0,274.0,156.0,46.58,263.0,69.0,22.36,195.9,93.0,8.82,11.3,3.0,3.05,3.0, False.,
OR,81.0,415.0, no, yes,33.0,200.3,103.0,34.05,216.9,96.0,18.44,249.8,100.0,11.24,15.5,4.0,4.19,1.0, False.,
OR,123.0,415.0, no, yes,38.0,202.3,104.0,34.39,292.4,105.0,24.85,239.3,63.0,10.77,11.2,1.0,3.02,3.0, False.,
GA,63.0,408.0, no, no,0.0,204.0,119.0,34.68,161.7,90.0,13.74,202.6,113.0,9.12,9.4,4.0,2.54,3.0, False.,
MI,126.0,415.0, no, no,0.0,193.1,114.0,32.83,75.5,61.0,6.42,186.2,73.0,8.38,11.1,1.0,3.0,3.0, False.,
OR,153.0,415.0, no, no,0.0,202.2,132.0,34.37,158.9,78.0,13.51,111.4,98.0,5.01,8.6,4.0,2.32,2.0, False.,
OR,67.0,415.0, no, no,0.0,245.1,118.0,41.67,185.2,94.0,15.74,193.6,112.0,8.71,8.1,3.0,2.19,3.0, False.,
MA,65.0,408.0, no, no,0.0,158.3,71.0,26.91,168.3,119.0,14.31,139.9,119.0,6.3,6.6,6.0,1.78,2.0, False.,
IA,21.0,408.0, no, no,0.0,138.1,79.0,23.48,186.9,75.0,15.89,194.2,105.0,8.74,12.1,1.0,3.27,0.0, False.,
VA,72.0,510.0, no, no,0.0,212.7,92.0,36.16,306.4,100.0,26.04,140.3,90.0,6.31,12.9,6.0,3.48,0.0, False.,
WV,176.0,510.0, no, no,0.0,304.2,111.0,51.71,306.6,64.0,26.06,207.9,98.0,9.36,9.5,2.0,2.57,7.0, False.,
TX,150.0,408.0, no, yes,24.0,212.4,157.0,36.11,168.7,91.0,14.34,199.4,112.0,8.97,9.7,1.0,2.62,2.0, False.,
IL,108.0,510.0, yes, no,0.0,137.3,68.0,23.34,143.8,94.0,12.22,238.7,101.0,10.74,8.9,1.0,2.4,1.0, False.,
RI,129.0,510.0, no, yes,10.0,161.4,91.0,27.44,183.1,102.0,15.56,240.3,65.0,10.81,12.9,3.0,3.48,1.0, False.,
WA,73.0,510.0, yes, no,0.0,202.9,108.0,34.49,285.9,121.0,24.3,219.0,102.0,9.86,12.8,5.0,3.46,1.0, False.,
DE,90.0,415.0, no, no,0.0,272.2,75.0,46.27,122.9,96.0,10.45,252.6,100.0,11.37,9.2,2.0,2.48,0.0, False.,
NV,105.0,408.0, no, no,0.0,98.2,103.0,16.69,140.3,91.0,11.93,140.2,106.0,6.31,13.9,1.0,3.75,1.0, False.,
MO,115.0,408.0, no, no,0.0,80.8,81.0,13.74,195.7,91.0,16.63,190.1,66.0,8.55,11.7,6.0,3.16,1.0, False.,
OH,82.0,415.0, no, no,0.0,207.2,114.0,35.22,163.7,97.0,13.91,192.8,79.0,8.68,9.3,4.0,2.51,7.0, False.,
NH,131.0,415.0, no, no,0.0,227.7,134.0,38.71,162.7,88.0,13.83,279.4,90.0,12.57,8.9,7.0,2.4,4.0, False.,
ME,77.0,415.0, no, no,0.0,208.8,117.0,35.5,175.4,81.0,14.91,171.5,105.0,7.72,13.4,3.0,3.62,0.0, False.,
NH,201.0,510.0, no, no,0.0,159.9,61.0,27.18,237.3,124.0,20.17,290.2,99.0,13.06,13.4,4.0,3.62,3.0, False.,
NC,139.0,415.0, yes, no,0.0,185.1,101.0,31.47,266.7,75.0,22.67,207.9,95.0,9.36,9.0,3.0,2.43,3.0, False.,
KY,94.0,408.0, no, no,0.0,139.1,93.0,23.65,237.9,100.0,20.22,227.1,59.0,10.22,11.4,3.0,3.08,1.0, False.,
UT,95.0,415.0, no, no,0.0,155.5,99.0,26.44,167.0,75.0,14.2,190.7,125.0,8.58,13.2,4.0,3.56,1.0, False.,
NV,138.0,408.0, no, no,0.0,180.5,82.0,30.69,242.4,103.0,20.6,244.4,89.0,11.0,10.3,7.0,2.78,2.0, False.,
VT,105.0,415.0, no, no,0.0,204.6,111.0,34.78,134.4,109.0,11.42,260.8,69.0,11.74,5.7,7.0,1.54,1.0, False.,
ME,81.0,415.0, yes, no,0.0,220.4,76.0,37.47,276.4,122.0,23.49,239.5,112.0,10.78,11.4,5.0,3.08,1.0, False.,
ME,127.0,510.0, no, no,0.0,223.2,137.0,37.94,144.7,119.0,12.3,96.0,109.0,4.32,8.6,4.0,2.32,2.0, False.,
PA,84.0,415.0, no, no,0.0,109.1,114.0,18.55,231.4,113.0,19.67,274.0,112.0,12.33,9.6,4.0,2.59,0.0, False.,
MI,47.0,510.0, no, yes,30.0,136.5,101.0,23.21,174.9,74.0,14.87,146.4,91.0,6.59,10.9,3.0,2.94,2.0, False.,
MN,128.0,510.0, yes, no,0.0,192.8,96.0,32.78,136.6,86.0,11.61,151.8,75.0,6.83,13.5,4.0,3.65,1.0, False.,
SD,39.0,408.0, no, no,0.0,179.0,88.0,30.43,148.2,124.0,12.6,146.8,116.0,6.61,8.8,4.0,2.38,2.0, False.,
KY,76.0,510.0, no, no,0.0,293.8,94.0,49.95,169.6,62.0,14.42,160.4,103.0,7.22,13.7,9.0,3.7,0.0, False.,
SC,95.0,415.0, no, no,0.0,226.6,98.0,38.52,88.5,107.0,7.52,166.2,105.0,7.48,11.9,3.0,3.21,2.0, False.,
WA,82.0,415.0, no, no,0.0,313.6,110.0,53.31,263.2,104.0,22.37,139.0,93.0,6.26,7.5,5.0,2.03,1.0, False.,
KY,167.0,408.0, no, no,0.0,130.5,66.0,22.19,80.9,102.0,6.88,221.6,116.0,9.97,11.2,5.0,3.02,1.0, False.,
PA,104.0,415.0, no, no,0.0,186.8,102.0,31.76,176.3,114.0,14.99,222.2,84.0,10.0,13.0,3.0,3.51,0.0, False.,
VA,136.0,415.0, no, no,0.0,110.2,92.0,18.73,219.4,109.0,18.65,188.1,67.0,8.46,12.3,4.0,3.32,2.0, False.,
UT,83.0,510.0, no, yes,33.0,228.2,85.0,38.79,249.2,114.0,21.18,93.5,89.0,4.21,10.2,7.0,2.75,0.0, False.,
DC,78.0,415.0, yes, no,0.0,176.6,107.0,30.02,179.4,98.0,15.25,178.2,80.0,8.02,16.6,5.0,4.48,2.0, False.,
MA,135.0,415.0, no, yes,45.0,241.4,102.0,41.04,206.4,78.0,17.54,196.6,104.0,8.85,9.4,6.0,2.54,0.0, False.,
LA,79.0,408.0, no, no,0.0,174.8,88.0,29.72,197.0,94.0,16.75,87.0,103.0,3.92,8.6,6.0,2.32,3.0, False.,
VA,133.0,415.0, no, no,0.0,171.8,64.0,29.21,177.1,83.0,15.05,223.0,96.0,10.04,10.3,4.0,2.78,1.0, False.,
MI,76.0,415.0, no, yes,37.0,190.8,58.0,32.44,221.9,101.0,18.86,211.2,104.0,9.5,12.3,4.0,3.32,1.0, False.,
MI,216.0,408.0, no, no,0.0,212.3,106.0,36.09,191.1,71.0,16.24,224.9,79.0,10.12,9.4,8.0,2.54,3.0, False.,
CT,73.0,510.0, no, no,0.0,159.0,123.0,27.03,233.3,95.0,19.83,178.9,155.0,8.05,15.2,3.0,4.1,2.0, False.,
NH,183.0,408.0, no, yes,38.0,178.4,103.0,30.33,184.4,79.0,15.67,203.3,94.0,9.15,7.2,3.0,1.94,3.0, False.,
AL,106.0,415.0, no, no,0.0,222.1,123.0,37.76,276.8,92.0,23.53,213.5,99.0,9.61,9.0,3.0,2.43,0.0, False.,
MD,78.0,510.0, no, no,0.0,238.9,96.0,40.61,196.1,92.0,16.67,102.4,95.0,4.61,11.0,1.0,2.97,6.0, False.,
ND,109.0,415.0, no, no,0.0,101.8,105.0,17.31,348.9,107.0,29.66,233.2,150.0,10.49,7.5,5.0,2.03,1.0, False.,
RI,90.0,510.0, no, no,0.0,190.0,98.0,32.3,196.1,111.0,16.67,216.4,58.0,9.74,8.0,6.0,2.16,2.0, False.,
NY,112.0,415.0, no, yes,17.0,120.0,94.0,20.4,79.5,104.0,6.76,214.0,94.0,9.63,8.7,1.0,2.35,1.0, False.,
OH,92.0,415.0, no, no,0.0,145.9,90.0,24.8,148.1,105.0,12.59,241.3,93.0,10.86,8.4,1.0,2.27,2.0, False.,
WV,35.0,408.0, no, no,0.0,179.8,82.0,30.57,176.1,78.0,14.97,132.6,85.0,5.97,12.0,5.0,3.24,1.0, False.,
OK,28.0,408.0, no, no,0.0,225.7,70.0,38.37,206.9,90.0,17.59,167.9,88.0,7.56,13.8,3.0,3.73,1.0, False.,
WI,93.0,415.0, no, no,0.0,199.7,109.0,33.95,114.2,68.0,9.71,241.0,109.0,10.85,7.1,2.0,1.92,0.0, False.,
OH,26.0,510.0, no, no,0.0,150.0,63.0,25.5,225.0,90.0,19.13,202.3,99.0,9.1,9.2,5.0,2.48,3.0, False.,
OK,33.0,415.0, yes, no,0.0,247.1,114.0,42.01,146.5,110.0,12.45,208.9,94.0,9.4,10.6,2.0,2.86,4.0, False.,
PA,120.0,408.0, no, no,0.0,215.7,75.0,36.67,244.4,105.0,20.77,211.2,91.0,9.5,11.4,5.0,3.08,2.0, False.,
KS,124.0,415.0, no, no,0.0,94.8,102.0,16.12,238.9,91.0,20.31,279.4,94.0,12.57,11.6,3.0,3.13,2.0, False.,
SD,56.0,415.0, no, no,0.0,79.3,115.0,13.48,159.0,64.0,13.52,245.7,99.0,11.06,10.1,4.0,2.73,1.0, False.,
UT,39.0,408.0, no, no,0.0,157.2,81.0,26.72,247.7,131.0,21.05,215.7,141.0,9.71,9.9,9.0,2.67,1.0, False.,
IN,158.0,408.0, no, no,0.0,119.8,123.0,20.37,262.2,122.0,22.29,219.8,111.0,9.89,12.4,5.0,3.35,1.0, False.,
NH,106.0,510.0, no, no,0.0,170.6,116.0,29.0,259.1,115.0,22.02,214.2,111.0,9.64,9.6,13.0,2.59,1.0, False.,
IA,52.0,510.0, no, yes,24.0,229.1,86.0,38.95,168.7,124.0,14.34,245.4,75.0,11.04,14.6,2.0,3.94,1.0, False.,
WA,112.0,408.0, no, no,0.0,135.1,112.0,22.97,226.3,85.0,19.24,115.2,108.0,5.18,11.1,6.0,3.0,1.0, False.,
ND,148.0,408.0, yes, no,0.0,136.8,112.0,23.26,197.5,134.0,16.79,93.2,90.0,4.19,10.3,5.0,2.78,2.0, False.,
AL,12.0,408.0, no, no,0.0,239.7,112.0,40.75,221.1,122.0,18.79,207.3,109.0,9.33,11.1,3.0,3.0,2.0, False.,
TX,109.0,510.0, yes, no,0.0,159.6,136.0,27.13,151.0,126.0,12.84,142.1,53.0,6.39,7.3,4.0,1.97,4.0, False.,
CT,142.0,510.0, no, yes,38.0,231.2,125.0,39.3,174.8,121.0,14.86,171.2,87.0,7.7,12.4,2.0,3.35,4.0, False.,
OR,60.0,510.0, no, no,0.0,203.7,95.0,34.63,212.6,122.0,18.07,177.1,103.0,7.97,7.9,1.0,2.13,3.0, False.,
AK,141.0,408.0, no, yes,43.0,157.8,122.0,26.83,132.3,108.0,11.25,137.1,81.0,6.17,5.6,2.0,1.51,2.0, False.,
IN,168.0,415.0, no, no,0.0,160.6,110.0,27.3,185.2,120.0,15.74,120.2,104.0,5.41,9.1,4.0,2.46,1.0, False.,
NY,138.0,415.0, yes, no,0.0,261.1,96.0,44.39,170.9,120.0,14.53,71.1,89.0,3.2,0.0,0.0,0.0,3.0, False.,
WY,88.0,415.0, no, no,0.0,138.7,92.0,23.58,205.8,73.0,17.49,247.9,119.0,11.16,9.8,5.0,2.65,1.0, False.,
WI,119.0,415.0, no, no,0.0,226.6,126.0,38.52,143.6,107.0,12.21,94.9,123.0,4.27,12.1,5.0,3.27,1.0, False.,
DE,31.0,408.0, no, no,0.0,229.1,120.0,38.95,172.4,79.0,14.65,243.6,102.0,10.96,11.0,4.0,2.97,3.0, False.,
TN,102.0,408.0, no, no,0.0,157.4,83.0,26.76,47.3,102.0,4.02,160.4,92.0,7.22,11.4,5.0,3.08,0.0, False.,
DC,149.0,415.0, no, yes,25.0,185.6,109.0,31.55,167.3,89.0,14.22,171.6,100.0,7.72,10.7,3.0,2.89,1.0, False.,
TX,138.0,415.0, no, no,0.0,217.2,73.0,36.92,190.8,127.0,16.22,133.5,97.0,6.01,5.2,3.0,1.4,4.0, False.,
DC,118.0,415.0, no, no,0.0,183.1,128.0,31.13,241.0,93.0,20.49,211.1,108.0,9.5,12.5,4.0,3.38,0.0, False.,
TN,222.0,408.0, no, yes,34.0,218.5,89.0,37.15,160.7,76.0,13.66,181.6,76.0,8.17,4.9,5.0,1.32,4.0, False.,
MI,130.0,415.0, no, no,0.0,143.8,76.0,24.45,274.8,103.0,23.36,194.7,105.0,8.76,12.3,1.0,3.32,0.0, False.,
WA,60.0,415.0, no, yes,31.0,223.6,83.0,38.01,235.6,77.0,20.03,153.0,119.0,6.89,4.7,8.0,1.27,4.0, False.,
ME,90.0,415.0, no, no,0.0,189.1,104.0,32.15,313.9,124.0,26.68,227.9,128.0,10.26,8.2,2.0,2.21,1.0, False.,
DE,140.0,415.0, no, no,0.0,143.0,100.0,24.31,193.4,89.0,16.44,59.5,81.0,2.68,12.3,8.0,3.32,4.0, False.,
CO,101.0,415.0, no, yes,39.0,147.2,105.0,25.02,168.8,96.0,14.35,165.3,118.0,7.44,13.0,4.0,3.51,1.0, False.,
NJ,134.0,415.0, no, yes,32.0,224.0,75.0,38.08,97.5,103.0,8.29,211.6,80.0,9.52,10.7,5.0,2.89,2.0, False.,
OK,88.0,408.0, yes, no,0.0,132.9,132.0,22.59,208.2,82.0,17.7,260.5,42.0,11.72,14.4,11.0,3.89,2.0, False.,
VA,118.0,408.0, no, no,0.0,160.3,110.0,27.25,53.2,92.0,4.52,130.7,119.0,5.88,10.5,4.0,2.84,0.0, False.,
TN,93.0,415.0, no, yes,21.0,213.8,103.0,36.35,257.7,72.0,21.9,218.4,114.0,9.83,7.2,6.0,1.94,1.0, False.,
HI,232.0,415.0, no, no,0.0,248.2,128.0,42.19,211.2,96.0,17.95,147.1,117.0,6.62,10.0,6.0,2.7,2.0, False.,
PA,137.0,415.0, no, yes,25.0,174.6,88.0,29.68,243.8,118.0,20.72,259.7,103.0,11.69,12.2,3.0,3.29,3.0, False.,
WY,3.0,415.0, no, yes,23.0,205.5,102.0,34.94,209.5,83.0,17.81,182.3,99.0,8.2,6.4,4.0,1.73,0.0, False.,
RI,137.0,415.0, no, no,0.0,209.1,104.0,35.55,189.4,96.0,16.1,214.4,83.0,9.65,14.8,4.0,4.0,3.0, False.,
RI,42.0,415.0, no, no,0.0,251.1,81.0,42.69,178.3,106.0,15.16,184.6,90.0,8.31,12.7,5.0,3.43,0.0, False.,
MD,58.0,408.0, no, no,0.0,187.6,113.0,31.89,217.4,115.0,18.48,139.7,92.0,6.29,9.8,5.0,2.65,3.0, False.,
IL,233.0,408.0, no, no,0.0,137.3,94.0,23.34,232.4,87.0,19.75,206.0,105.0,9.27,9.8,4.0,2.65,1.0, False.,
KY,55.0,415.0, no, yes,37.0,197.5,89.0,33.58,228.7,141.0,19.44,313.4,121.0,14.1,19.7,2.0,5.32,1.0, False.,
OH,69.0,510.0, no, no,0.0,221.6,88.0,37.67,231.8,87.0,19.7,211.7,116.0,9.53,8.6,9.0,2.32,1.0, False.,
VA,100.0,415.0, no, no,0.0,200.7,151.0,34.12,290.8,127.0,24.72,186.7,105.0,8.4,10.2,9.0,2.75,1.0, False.,
MT,111.0,415.0, no, no,0.0,226.3,82.0,38.47,178.9,101.0,15.21,181.5,90.0,8.17,8.9,4.0,2.4,0.0, False.,
PA,86.0,510.0, no, no,0.0,212.8,79.0,36.18,90.9,145.0,7.73,152.3,67.0,6.85,11.9,3.0,3.21,2.0, False.,
NE,105.0,510.0, no, no,0.0,213.3,99.0,36.26,153.1,79.0,13.01,227.9,98.0,10.26,10.8,5.0,2.92,1.0, False.,
GA,111.0,408.0, yes, no,0.0,177.1,102.0,30.11,249.1,102.0,21.17,153.3,66.0,6.9,8.8,4.0,2.38,2.0, False.,
ME,75.0,408.0, no, no,0.0,229.2,59.0,38.96,142.8,107.0,12.14,291.6,109.0,13.12,8.5,5.0,2.3,0.0, False.,
OH,95.0,510.0, no, yes,24.0,129.4,120.0,22.0,159.8,68.0,13.58,214.4,83.0,9.65,12.6,4.0,3.4,4.0, False.,
ID,137.0,510.0, no, no,0.0,203.1,97.0,34.53,132.0,76.0,11.22,250.9,94.0,11.29,9.2,4.0,2.48,4.0, False.,
KS,116.0,408.0, yes, no,0.0,232.2,98.0,39.47,244.7,91.0,20.8,151.3,69.0,6.81,10.6,1.0,2.86,7.0, False.,
TN,125.0,415.0, no, no,0.0,138.5,96.0,23.55,159.7,117.0,13.57,212.7,91.0,9.57,7.7,3.0,2.08,2.0, False.,
WA,65.0,415.0, no, no,0.0,189.3,74.0,32.18,205.3,90.0,17.45,228.2,78.0,10.27,8.5,13.0,2.3,3.0, False.,
IN,55.0,415.0, no, yes,33.0,141.0,99.0,23.97,250.9,109.0,21.33,284.6,89.0,12.81,11.7,3.0,3.16,0.0, False.,
MA,86.0,408.0, no, no,0.0,118.6,106.0,20.16,223.5,115.0,19.0,94.7,12.0,4.26,13.3,1.0,3.59,2.0, False.,
VT,100.0,510.0, no, no,0.0,254.2,97.0,43.21,262.0,88.0,22.27,256.3,82.0,11.53,13.6,6.0,3.67,0.0, False.,
IL,70.0,408.0, no, no,0.0,176.5,85.0,30.01,119.2,93.0,10.13,227.7,90.0,10.25,8.7,5.0,2.35,1.0, False.,
ID,67.0,415.0, no, no,0.0,234.3,111.0,39.83,206.4,87.0,17.54,157.3,101.0,7.08,5.8,10.0,1.57,3.0, False.,
DE,50.0,510.0, no, yes,39.0,147.3,75.0,25.04,244.8,74.0,20.81,216.9,101.0,9.76,13.2,3.0,3.56,2.0, False.,
AK,42.0,415.0, no, no,0.0,171.0,129.0,29.07,183.9,96.0,15.63,130.2,90.0,5.86,4.6,6.0,1.24,0.0, False.,
RI,76.0,510.0, no, yes,40.0,177.9,85.0,30.24,119.3,95.0,10.14,140.5,83.0,6.32,10.3,1.0,2.78,2.0, False.,
MO,103.0,415.0, no, yes,34.0,240.6,92.0,40.9,204.2,99.0,17.36,297.0,82.0,13.37,12.7,9.0,3.43,5.0, False.,
NE,90.0,415.0, no, no,0.0,114.4,108.0,19.45,232.8,150.0,19.79,198.1,78.0,8.91,8.9,3.0,2.4,0.0, False.,
FL,66.0,510.0, no, no,0.0,113.9,112.0,19.36,271.8,106.0,23.1,216.7,95.0,9.75,15.6,3.0,4.21,2.0, False.,
MI,22.0,408.0, no, no,0.0,180.0,65.0,30.6,207.0,106.0,17.6,182.8,111.0,8.23,8.3,6.0,2.24,1.0, False.,
IA,67.0,408.0, no, no,0.0,177.4,102.0,30.16,215.2,123.0,18.29,132.4,120.0,5.96,6.6,4.0,1.78,4.0, False.,
PA,147.0,510.0, no, yes,35.0,110.8,123.0,18.84,199.2,81.0,16.93,212.9,77.0,9.58,8.9,4.0,2.4,2.0, False.,
AR,57.0,415.0, no, yes,26.0,138.7,99.0,23.58,134.5,105.0,11.43,261.7,95.0,11.78,13.0,5.0,3.51,2.0, False.,
KY,7.0,510.0, no, yes,33.0,211.8,99.0,36.01,170.9,110.0,14.53,244.2,125.0,10.99,11.2,4.0,3.02,2.0, False.,
MN,85.0,415.0, no, no,0.0,234.5,113.0,39.87,237.3,116.0,20.17,122.7,110.0,5.52,12.9,3.0,3.48,4.0, False.,
TX,92.0,510.0, no, no,0.0,240.2,86.0,40.83,107.6,79.0,9.15,156.6,121.0,7.05,7.5,4.0,2.03,1.0, False.,
HI,92.0,510.0, no, no,0.0,222.4,105.0,37.81,164.0,129.0,13.94,233.3,113.0,10.5,9.9,8.0,2.67,1.0, False.,
WY,116.0,415.0, no, yes,42.0,280.4,95.0,47.67,174.4,101.0,14.82,190.0,65.0,8.55,9.9,1.0,2.67,3.0, False.,
