state,accountlength,areacode,internationalplan,voicemailplan,numbervmailmessages,totaldayminutes,totaldaycalls,totaldaycharge,totaleveminutes,totalevecalls,totalevecharge,totalnightminutes,totalnightcalls,totalnightcharge,totalintlminutes,totalintlcalls,totalintlcharge,numbercustomerservicecalls,class
ME,205.0,510.0, no, yes,24.0,175.8,139.0,29.89,155.0,98.0,13.18,180.7,64.0,8.13,7.8,5.0,2.11,2.0, False.
HI,24.0,415.0, no, no,0.0,241.9,104.0,41.12,145.2,112.0,12.34,214.5,105.0,9.65,6.6,5.0,1.78,1.0, False.
OH,74.0,415.0, no, no,0.0,136.7,106.0,23.24,228.6,105.0,19.43,265.3,114.0,11.94,9.8,4.0,2.65,0.0, False.
WV,77.0,510.0, no, no,0.0,67.7,68.0,11.51,195.7,86.0,16.63,236.5,137.0,10.64,12.0,2.0,3.24,1.0, False.
OK,74.0,415.0, no, no,0.0,200.4,87.0,34.07,309.2,105.0,26.28,152.1,118.0,6.84,10.0,2.0,2.7,1.0, False.
KY,74.0,510.0, yes, no,0.0,125.8,103.0,21.39,207.7,96.0,17.65,207.4,143.0,9.33,14.1,4.0,3.81,1.0, True.
AL,200.0,408.0, no, no,0.0,128.2,87.0,21.79,133.2,105.0,11.32,177.6,123.0,7.99,11.2,2.0,3.02,1.0, False.
MD,86.0,408.0, no, no,0.0,226.3,88.0,38.47,223.0,107.0,18.96,255.6,92.0,11.5,13.0,3.0,3.51,4.0, False.
NE,91.0,510.0, no, yes,37.0,162.3,107.0,27.59,233.9,115.0,19.88,277.4,94.0,12.48,9.2,4.0,2.48,0.0, False.
DC,76.0,415.0, no, no,0.0,224.4,121.0,38.15,147.9,97.0,12.57,183.8,74.0,8.27,6.7,2.0,1.81,2.0, False.
TX,130.0,415.0, no, no,0.0,120.5,127.0,20.49,189.7,52.0,16.12,270.1,107.0,12.15,14.3,2.0,3.86,1.0, False.
OH,56.0,408.0, no, no,0.0,91.1,90.0,15.49,179.3,115.0,15.24,300.7,89.0,13.53,11.9,8.0,3.21,2.0, False.
DE,117.0,415.0, no, no,0.0,168.8,137.0,28.7,241.4,107.0,20.52,204.8,106.0,9.22,15.5,4.0,4.19,0.0, False.
IA,63.0,510.0, no, no,0.0,153.5,81.0,26.1,287.3,115.0,24.42,230.2,85.0,10.36,6.5,5.0,1.76,2.0, False.
VT,126.0,415.0, no, no,0.0,226.2,88.0,38.45,140.3,114.0,11.93,208.9,110.0,9.4,6.4,2.0,1.73,0.0, False.
OR,132.0,510.0, no, no,0.0,191.9,107.0,32.62,206.9,127.0,17.59,272.0,88.0,12.24,12.6,2.0,3.4,1.0, False.
NV,81.0,415.0, no, yes,28.0,167.9,147.0,28.54,190.7,105.0,16.21,193.0,103.0,8.69,9.2,6.0,2.48,4.0, True.
NC,122.0,415.0, no, no,0.0,180.0,88.0,30.6,145.0,77.0,12.33,233.7,120.0,10.52,11.5,6.0,3.11,2.0, False.
NJ,46.0,408.0, no, no,0.0,257.4,67.0,43.76,261.1,91.0,22.19,204.4,107.0,9.2,13.4,5.0,3.62,2.0, True.
MN,150.0,415.0, no, yes,28.0,174.4,75.0,29.65,169.9,80.0,14.44,201.6,130.0,9.07,11.0,4.0,2.97,1.0, False.
ID,99.0,408.0, no, no,0.0,159.7,83.0,27.15,155.4,121.0,13.21,255.7,114.0,11.51,8.4,3.0,2.27,1.0, False.
AL,87.0,408.0, no, no,0.0,237.2,124.0,40.32,222.6,87.0,18.92,173.3,81.0,7.8,11.0,3.0,2.97,1.0, False.
AK,108.0,415.0, no, no,0.0,103.0,129.0,17.51,242.3,103.0,20.6,170.2,89.0,7.66,7.9,3.0,2.13,1.0, False.
VT,101.0,415.0, no, no,0.0,153.8,89.0,26.15,234.0,89.0,19.89,196.3,77.0,8.83,11.6,2.0,3.13,4.0, False.
PA,53.0,415.0, no, no,0.0,205.1,86.0,34.87,160.5,95.0,13.64,149.5,142.0,6.73,10.7,2.0,2.89,3.0, False.
AK,132.0,415.0, no, yes,39.0,175.7,93.0,29.87,187.2,94.0,15.91,225.5,118.0,10.15,8.6,3.0,2.32,2.0, False.
CA,158.0,510.0, no, no,0.0,155.9,123.0,26.5,224.2,112.0,19.06,221.0,116.0,9.95,8.6,8.0,2.32,2.0, False.
MS,114.0,415.0, no, yes,34.0,154.4,109.0,26.25,221.4,142.0,18.82,208.5,103.0,9.38,10.3,5.0,2.78,0.0, False.
AR,77.0,415.0, no, yes,23.0,209.7,73.0,35.65,183.6,63.0,15.61,205.5,111.0,9.25,7.1,3.0,1.92,2.0, False.
NV,144.0,415.0, yes, no,0.0,150.0,69.0,25.5,285.9,73.0,24.3,190.6,121.0,8.58,9.4,15.0,2.54,0.0, False.
AL,91.0,510.0, no, yes,23.0,232.4,97.0,39.51,186.0,88.0,15.81,190.5,128.0,8.57,12.3,3.0,3.32,3.0, False.
GA,58.0,408.0, no, no,0.0,165.4,100.0,28.12,115.7,87.0,9.83,193.8,118.0,8.72,12.8,5.0,3.46,2.0, False.
AR,5.0,415.0, no, no,0.0,199.2,106.0,33.86,187.3,12.0,15.92,214.0,85.0,9.63,13.3,3.0,3.59,3.0, False.
MA,97.0,408.0, no, no,0.0,217.6,81.0,36.99,320.5,51.0,27.24,150.7,110.0,6.78,4.2,3.0,1.13,0.0, False.
NJ,107.0,415.0, no, no,0.0,212.1,95.0,36.06,150.1,88.0,12.76,219.8,111.0,9.89,7.7,2.0,2.08,3.0, False.
MO,142.0,415.0, no, yes,30.0,154.0,75.0,26.18,165.8,97.0,14.09,270.0,83.0,12.15,10.8,5.0,2.92,1.0, False.
NY,9.0,408.0, no, yes,31.0,193.8,130.0,32.95,202.6,98.0,17.22,191.2,102.0,8.6,13.3,2.0,3.59,1.0, False.
AZ,73.0,415.0, no, no,0.0,175.4,130.0,29.82,248.1,105.0,21.09,122.4,85.0,5.51,12.2,4.0,3.29,0.0, False.
NJ,48.0,510.0, no, yes,22.0,152.0,63.0,25.84,258.8,131.0,22.0,263.2,109.0,11.84,15.7,5.0,4.24,2.0, True.
WV,43.0,408.0, no, no,0.0,230.2,147.0,39.13,186.7,121.0,15.87,128.4,100.0,5.78,9.2,3.0,2.48,0.0, False.
NM,122.0,408.0, no, yes,33.0,174.9,103.0,29.73,248.2,105.0,21.1,164.6,116.0,7.41,13.5,3.0,3.65,1.0, True.
SC,93.0,415.0, no, no,0.0,190.2,68.0,32.33,262.2,64.0,22.29,130.0,92.0,5.85,8.8,4.0,2.38,0.0, False.
VT,85.0,415.0, no, no,0.0,176.4,122.0,29.99,224.9,123.0,19.12,219.6,50.0,9.88,11.5,1.0,3.11,1.0, False.
TN,59.0,415.0, no, no,0.0,160.9,95.0,27.35,251.2,65.0,21.35,273.4,97.0,12.3,5.0,5.0,1.35,3.0, False.
LA,87.0,415.0, no, no,0.0,228.7,90.0,38.88,163.0,99.0,13.86,154.1,90.0,6.93,11.8,3.0,3.19,1.0, False.
OH,137.0,408.0, no, no,0.0,144.0,90.0,24.48,181.6,100.0,15.44,128.1,93.0,5.76,12.3,2.0,3.32,0.0, False.
OR,21.0,510.0, no, yes,31.0,135.9,90.0,23.1,271.0,84.0,23.04,179.1,89.0,8.06,9.5,7.0,2.57,6.0, False.
DE,129.0,510.0, no, no,0.0,334.3,118.0,56.83,192.1,104.0,16.33,191.0,83.0,8.59,10.4,6.0,2.81,0.0, True.
KY,104.0,415.0, no, no,0.0,130.5,77.0,22.19,131.2,117.0,11.15,264.7,63.0,11.91,13.0,6.0,3.51,0.0, False.
GA,93.0,408.0, no, yes,21.0,134.2,105.0,22.81,162.5,128.0,13.81,186.6,90.0,8.4,11.8,2.0,3.19,4.0, True.
VT,63.0,415.0, no, no,0.0,278.0,102.0,47.26,266.4,114.0,22.64,224.1,118.0,10.08,13.1,4.0,3.54,4.0, True.
OR,161.0,415.0, no, no,0.0,105.4,70.0,17.92,214.8,122.0,18.26,223.6,126.0,10.06,7.8,5.0,2.11,0.0, False.
TX,50.0,510.0, no, no,0.0,188.9,94.0,32.11,203.9,104.0,17.33,151.8,124.0,6.83,11.6,8.0,3.13,3.0, False.
MO,103.0,408.0, no, yes,24.0,111.8,85.0,19.01,239.6,102.0,20.37,268.3,81.0,12.07,6.9,4.0,1.86,1.0, False.
ND,84.0,415.0, no, yes,33.0,159.1,106.0,27.05,149.8,101.0,12.73,213.4,108.0,9.6,13.0,18.0,3.51,1.0, False.
MN,92.0,510.0, no, no,0.0,212.4,105.0,36.11,224.6,118.0,19.09,221.3,105.0,9.96,9.0,4.0,2.43,1.0, False.
NV,77.0,415.0, no, no,0.0,142.3,112.0,24.19,306.3,111.0,26.04,196.5,82.0,8.84,9.9,1.0,2.67,1.0, False.
NY,64.0,415.0, yes, no,0.0,346.8,55.0,58.96,249.5,79.0,21.21,275.4,102.0,12.39,13.3,9.0,3.59,1.0, True.
FL,159.0,415.0, no, yes,15.0,113.9,102.0,19.36,145.3,146.0,12.35,195.2,137.0,8.78,11.8,9.0,3.19,1.0, False.
KS,110.0,415.0, yes, yes,27.0,267.9,103.0,45.54,263.3,74.0,22.38,178.1,106.0,8.01,8.3,2.0,2.24,1.0, True.
NV,138.0,510.0, no, no,0.0,171.4,117.0,29.14,115.2,128.0,9.79,224.5,115.0,10.1,17.0,4.0,4.59,3.0, False.
NV,178.0,408.0, no, no,0.0,275.4,150.0,46.82,187.5,62.0,15.94,147.1,126.0,6.62,13.6,3.0,3.67,1.0, False.
SC,38.0,415.0, no, yes,31.0,197.2,118.0,33.52,249.9,70.0,21.24,298.9,104.0,13.45,3.9,2.0,1.05,0.0, False.
MI,50.0,415.0, no, yes,35.0,192.6,97.0,32.74,135.2,101.0,11.49,216.2,101.0,9.73,7.9,2.0,2.13,2.0, False.
MI,45.0,510.0, no, yes,26.0,91.7,104.0,15.59,150.6,119.0,12.8,63.3,103.0,2.85,7.7,5.0,2.08,1.0, False.
TN,70.0,510.0, no, no,0.0,126.3,99.0,21.47,141.6,106.0,12.04,255.9,96.0,11.52,9.6,2.0,2.59,0.0, False.
NY,147.0,510.0, no, yes,33.0,251.5,107.0,42.76,234.1,110.0,19.9,213.4,87.0,9.6,10.4,6.0,2.81,3.0, False.
NV,94.0,510.0, no, no,0.0,190.6,108.0,32.4,152.3,95.0,12.95,144.7,97.0,6.51,7.5,5.0,2.03,1.0, False.
IL,179.0,510.0, no, no,0.0,116.1,101.0,19.74,201.8,99.0,17.15,181.9,103.0,8.19,11.6,5.0,3.13,0.0, False.
MS,116.0,415.0, no, no,0.0,217.3,91.0,36.94,216.1,95.0,18.37,148.1,76.0,6.66,11.3,3.0,3.05,2.0, False.
ND,59.0,510.0, no, no,0.0,179.4,80.0,30.5,232.5,99.0,19.76,175.8,105.0,7.91,14.7,3.0,3.97,0.0, False.
NC,165.0,415.0, no, no,0.0,207.7,109.0,35.31,164.8,94.0,14.01,54.5,91.0,2.45,7.9,3.0,2.13,0.0, False.
MI,133.0,408.0, no, no,0.0,277.3,138.0,47.14,228.4,117.0,19.41,117.3,103.0,5.28,12.8,4.0,3.46,2.0, True.
TN,140.0,415.0, no, no,0.0,125.3,84.0,21.3,167.6,121.0,14.25,260.6,94.0,11.73,8.4,4.0,2.27,1.0, False.
VT,93.0,408.0, no, yes,32.0,138.1,91.0,23.48,167.3,72.0,14.22,238.9,115.0,10.75,6.8,3.0,1.84,2.0, False.
OK,52.0,510.0, no, yes,38.0,169.3,88.0,28.78,225.9,97.0,19.2,172.0,86.0,7.74,8.2,3.0,2.21,0.0, False.
DE,64.0,415.0, no, yes,27.0,201.3,101.0,34.22,143.8,89.0,12.22,150.2,127.0,6.76,12.3,3.0,3.32,1.0, False.
ND,12.0,510.0, yes, no,0.0,216.7,117.0,36.84,116.5,126.0,9.9,220.0,110.0,9.9,9.8,4.0,2.65,2.0, False.
OR,48.0,415.0, no, no,0.0,190.4,92.0,32.37,317.5,85.0,26.99,133.4,113.0,6.0,8.3,4.0,2.24,2.0, False.
NY,181.0,408.0, no, no,0.0,143.3,91.0,24.36,195.5,58.0,16.62,223.3,95.0,10.05,6.0,7.0,1.62,1.0, False.
MO,168.0,415.0, no, yes,42.0,97.4,57.0,16.56,203.6,98.0,17.31,173.9,124.0,7.83,11.4,2.0,3.08,2.0, False.
FL,155.0,415.0, no, no,0.0,181.4,111.0,30.84,167.7,92.0,14.25,168.5,122.0,7.58,11.3,3.0,3.05,3.0, False.
ND,105.0,510.0, no, no,0.0,246.4,83.0,41.89,256.2,101.0,21.78,169.0,151.0,7.61,3.8,4.0,1.03,0.0, False.
NY,11.0,415.0, no, no,0.0,143.4,130.0,24.38,289.4,50.0,24.6,194.0,100.0,8.73,9.7,6.0,2.62,2.0, False.
ND,182.0,415.0, no, no,0.0,104.9,111.0,17.83,198.5,120.0,16.87,258.2,91.0,11.62,8.0,5.0,2.16,2.0, False.
NY,104.0,415.0, no, no,0.0,156.2,93.0,26.55,193.0,54.0,16.41,222.7,94.0,10.02,13.1,5.0,3.54,1.0, False.
OH,102.0,415.0, no, no,0.0,114.8,125.0,19.52,81.9,126.0,6.96,304.3,101.0,13.69,12.0,4.0,3.24,0.0, False.
AL,122.0,415.0, no, no,0.0,232.5,96.0,39.53,205.5,120.0,17.47,213.7,91.0,9.62,11.9,2.0,3.21,0.0, False.
SC,41.0,415.0, no, no,0.0,143.6,117.0,24.41,152.4,108.0,12.95,194.4,110.0,8.75,8.6,3.0,2.32,1.0, False.
GA,132.0,415.0, no, no,0.0,176.7,132.0,30.04,244.1,80.0,20.75,176.3,120.0,7.93,9.1,4.0,2.46,2.0, False.
WY,76.0,415.0, no, no,0.0,263.4,148.0,44.78,230.3,69.0,19.58,170.6,101.0,7.68,11.4,5.0,3.08,1.0, True.
WV,13.0,415.0, no, no,0.0,146.4,74.0,24.89,148.5,92.0,12.62,216.7,96.0,9.75,11.3,3.0,3.05,1.0, False.
HI,115.0,415.0, no, yes,33.0,145.0,72.0,24.65,194.5,157.0,16.53,242.3,138.0,10.9,14.2,3.0,3.83,2.0, False.
WV,67.0,408.0, no, no,0.0,167.8,91.0,28.53,167.7,69.0,14.25,110.3,71.0,4.96,8.4,12.0,2.27,1.0, False.
LA,154.0,510.0, no, no,0.0,166.9,99.0,28.37,154.9,97.0,13.17,189.4,89.0,8.52,7.2,5.0,1.94,0.0, False.
AR,100.0,510.0, no, no,0.0,142.5,87.0,24.23,195.7,88.0,16.63,122.1,117.0,5.49,7.8,8.0,2.11,2.0, False.
AK,146.0,510.0, yes, no,0.0,133.0,65.0,22.61,262.8,93.0,22.34,214.3,128.0,9.64,11.2,3.0,3.02,1.0, False.
DC,148.0,415.0, no, yes,11.0,252.9,129.0,42.99,284.3,88.0,24.17,262.8,99.0,11.83,12.3,1.0,3.32,1.0, False.
AL,67.0,415.0, no, yes,28.0,95.0,94.0,16.15,291.2,73.0,24.75,159.6,114.0,7.18,10.0,2.0,2.7,2.0, False.
UT,161.0,510.0, yes, no,0.0,194.2,106.0,33.01,249.4,105.0,21.2,254.9,129.0,11.47,12.9,1.0,3.48,1.0, True.
KS,70.0,415.0, no, no,0.0,222.8,114.0,37.88,215.9,113.0,18.35,223.5,122.0,10.06,0.0,0.0,0.0,1.0, False.
MN,116.0,510.0, no, no,0.0,201.8,82.0,34.31,231.5,95.0,19.68,226.1,130.0,10.17,16.5,5.0,4.46,0.0, False.
VA,99.0,415.0, no, yes,42.0,216.0,125.0,36.72,232.3,104.0,19.75,215.5,100.0,9.7,9.3,4.0,2.51,2.0, True.
UT,87.0,415.0, no, no,0.0,146.3,108.0,24.87,171.8,102.0,14.6,167.5,66.0,7.54,5.3,9.0,1.43,1.0, False.
IN,87.0,510.0, no, no,0.0,234.8,85.0,39.92,140.9,91.0,11.98,204.3,93.0,9.19,9.5,5.0,2.57,1.0, False.
CT,70.0,408.0, no, no,0.0,198.6,111.0,33.76,213.9,115.0,18.18,171.2,105.0,7.7,10.6,6.0,2.86,2.0, False.
DE,131.0,408.0, no, no,0.0,94.4,80.0,16.05,215.1,101.0,18.28,179.7,108.0,8.09,13.1,9.0,3.54,2.0, False.
VT,119.0,510.0, no, no,0.0,190.4,74.0,32.37,215.6,113.0,18.33,161.2,111.0,7.25,10.0,1.0,2.7,2.0, False.
MO,119.0,408.0, no, yes,32.0,142.6,77.0,24.24,208.2,126.0,17.7,171.0,102.0,7.69,12.0,2.0,3.24,3.0, False.
RI,87.0,510.0, yes, no,0.0,134.2,80.0,22.81,165.0,71.0,14.03,173.1,102.0,7.79,10.7,5.0,2.89,0.0, False.
CA,112.0,415.0, no, no,0.0,111.9,92.0,19.02,114.0,143.0,9.69,146.8,79.0,6.61,14.1,3.0,3.81,5.0, True.
RI,75.0,415.0, no, no,0.0,122.8,89.0,20.88,211.3,104.0,17.96,261.4,91.0,11.76,10.7,2.0,2.89,2.0, False.
CT,150.0,510.0, no, no,0.0,189.3,77.0,32.18,220.9,105.0,18.78,238.7,117.0,10.74,9.2,5.0,2.48,4.0, False.
IN,161.0,510.0, no, yes,38.0,240.4,112.0,40.87,201.8,102.0,17.15,206.1,112.0,9.27,16.1,6.0,4.35,0.0, False.
FL,91.0,510.0, yes, yes,24.0,93.5,112.0,15.9,183.4,128.0,15.59,240.7,133.0,10.83,9.9,3.0,2.67,0.0, False.
KS,124.0,415.0, no, no,0.0,158.6,104.0,26.96,211.2,77.0,17.95,179.3,104.0,8.07,10.2,8.0,2.75,3.0, False.
NY,94.0,510.0, yes, no,0.0,243.2,109.0,41.34,147.0,88.0,12.5,94.9,99.0,4.27,7.2,4.0,1.94,4.0, False.
TX,217.0,408.0, no, no,0.0,176.4,115.0,29.99,158.8,128.0,13.5,306.6,107.0,13.8,9.3,3.0,2.51,4.0, False.
RI,158.0,510.0, no, no,0.0,220.9,129.0,37.55,242.2,108.0,20.59,233.3,75.0,10.5,6.4,5.0,1.73,0.0, False.
NV,102.0,415.0, no, no,0.0,144.4,87.0,24.55,266.5,128.0,22.65,217.6,59.0,9.79,7.1,7.0,1.92,0.0, False.
UT,85.0,510.0, no, no,0.0,212.3,107.0,36.09,228.4,103.0,19.41,163.3,116.0,7.35,7.7,3.0,2.08,0.0, False.
OK,79.0,510.0, no, no,0.0,147.0,72.0,24.99,165.7,102.0,14.08,243.2,107.0,10.94,8.4,9.0,2.27,1.0, False.
MN,139.0,510.0, no, yes,25.0,96.2,112.0,16.35,178.9,70.0,15.21,182.1,84.0,8.19,12.9,10.0,3.48,2.0, False.
NC,103.0,415.0, no, no,0.0,263.4,118.0,44.78,179.1,69.0,15.22,214.7,112.0,9.66,10.3,2.0,2.78,0.0, False.
OR,98.0,415.0, yes, no,0.0,12.5,67.0,2.13,256.6,90.0,21.81,169.4,88.0,7.62,7.7,9.0,2.08,1.0, False.
NH,78.0,408.0, no, no,0.0,162.3,116.0,27.59,192.4,86.0,16.35,240.6,100.0,10.83,10.1,3.0,2.73,2.0, False.
AK,50.0,408.0, no, no,0.0,183.6,107.0,31.21,58.6,118.0,4.98,202.6,99.0,9.12,8.7,3.0,2.35,1.0, False.
OR,161.0,415.0, no, no,0.0,178.1,109.0,30.28,146.5,86.0,12.45,137.6,78.0,6.19,8.5,2.0,2.3,1.0, False.
KS,67.0,408.0, no, no,0.0,201.4,101.0,34.24,97.6,122.0,8.3,202.5,119.0,9.11,7.0,3.0,1.89,0.0, False.
WV,86.0,415.0, no, yes,38.0,123.0,158.0,20.91,133.9,119.0,11.38,138.2,103.0,6.22,13.3,4.0,3.59,1.0, False.
GA,92.0,510.0, no, no,0.0,208.0,125.0,35.36,198.9,76.0,16.91,76.4,97.0,3.44,8.6,6.0,2.32,0.0, False.
NM,174.0,415.0, no, no,0.0,239.2,72.0,40.66,188.5,124.0,16.02,105.6,116.0,4.75,8.8,3.0,2.38,1.0, False.
OH,124.0,510.0, no, no,0.0,193.0,97.0,32.81,89.8,99.0,7.63,172.8,104.0,7.78,15.3,3.0,4.13,1.0, False.
ND,132.0,415.0, no, yes,31.0,174.5,101.0,29.67,245.6,105.0,20.88,172.8,76.0,7.78,10.3,9.0,2.78,1.0, False.
RI,190.0,415.0, no, yes,26.0,116.7,71.0,19.84,145.9,88.0,12.4,175.1,103.0,7.88,9.9,3.0,2.67,1.0, False.
HI,101.0,510.0, no, no,0.0,93.8,127.0,15.95,150.0,104.0,12.75,241.1,116.0,10.85,10.7,2.0,2.89,1.0, False.
WY,185.0,415.0, yes, yes,30.0,154.1,114.0,26.2,118.7,106.0,10.09,258.4,105.0,11.63,12.9,3.0,3.48,2.0, False.
NY,68.0,415.0, no, yes,29.0,239.5,82.0,40.72,203.8,105.0,17.32,167.8,70.0,7.55,9.9,6.0,2.67,0.0, False.
KS,117.0,510.0, no, yes,25.0,216.0,140.0,36.72,224.1,69.0,19.05,267.9,112.0,12.06,11.8,4.0,3.19,0.0, False.
LA,118.0,408.0, no, no,0.0,187.4,97.0,31.86,177.8,89.0,15.11,233.4,97.0,10.5,12.2,6.0,3.29,1.0, False.
PA,124.0,415.0, no, no,0.0,167.4,119.0,28.46,233.2,143.0,19.82,109.6,115.0,4.93,10.3,5.0,2.78,0.0, False.
NV,22.0,510.0, no, no,0.0,160.4,108.0,27.27,218.1,88.0,18.54,192.9,115.0,8.68,12.5,4.0,3.38,1.0, False.
MN,75.0,415.0, no, no,0.0,143.2,92.0,24.34,209.1,142.0,17.77,173.0,96.0,7.79,11.9,9.0,3.21,1.0, False.
PA,134.0,408.0, no, no,0.0,205.3,122.0,34.9,240.5,155.0,20.44,179.1,107.0,8.06,5.0,9.0,1.35,1.0, False.
MO,164.0,408.0, no, yes,25.0,219.1,88.0,37.25,151.5,99.0,12.88,50.1,60.0,2.25,14.3,6.0,3.86,1.0, False.
NY,44.0,510.0, no, no,0.0,143.2,77.0,24.34,169.8,114.0,14.43,215.8,77.0,9.71,7.6,4.0,2.05,1.0, False.
ME,177.0,415.0, no, no,0.0,232.8,106.0,39.58,175.2,97.0,14.89,212.2,77.0,9.55,12.5,7.0,3.38,2.0, False.
NH,110.0,408.0, no, no,0.0,162.0,81.0,27.54,247.5,89.0,21.04,155.5,99.0,7.0,8.9,8.0,2.4,0.0, False.
WY,53.0,415.0, no, yes,27.0,25.9,119.0,4.4,206.5,96.0,17.55,228.1,64.0,10.26,6.5,7.0,1.76,1.0, False.
NY,108.0,415.0, no, no,0.0,154.2,123.0,26.21,112.3,86.0,9.55,246.4,75.0,11.09,15.4,4.0,4.16,4.0, True.
ME,80.0,408.0, no, no,0.0,322.3,113.0,54.79,222.0,95.0,18.87,162.8,123.0,7.33,6.7,8.0,1.81,0.0, True.
MN,158.0,408.0, no, no,0.0,209.9,112.0,35.68,221.3,82.0,18.81,210.0,93.0,9.45,8.2,3.0,2.21,1.0, False.
OH,114.0,415.0, no, no,0.0,191.5,88.0,32.56,175.2,78.0,14.89,220.3,118.0,9.91,0.0,0.0,0.0,0.0, False.
NC,64.0,408.0, no, yes,19.0,291.1,150.0,49.49,226.7,123.0,19.27,219.1,67.0,9.86,7.5,2.0,2.03,1.0, False.
SD,88.0,415.0, no, no,0.0,215.6,115.0,36.65,216.2,85.0,18.38,171.3,65.0,7.71,11.8,1.0,3.19,3.0, False.
UT,82.0,510.0, yes, no,0.0,208.8,101.0,35.5,213.7,87.0,18.16,175.1,86.0,7.88,12.4,6.0,3.35,3.0, False.
KY,111.0,415.0, no, no,0.0,255.9,97.0,43.5,204.1,129.0,17.35,171.3,84.0,7.71,12.3,5.0,3.32,3.0, False.
MT,60.0,408.0, no, no,0.0,252.7,97.0,42.96,221.1,121.0,18.79,109.9,100.0,4.95,12.4,4.0,3.35,2.0, False.
NJ,113.0,408.0, no, no,0.0,132.1,72.0,22.46,247.5,107.0,21.04,246.2,123.0,11.08,6.9,6.0,1.86,3.0, False.
FL,109.0,408.0, no, no,0.0,217.0,115.0,36.89,207.0,142.0,17.6,268.0,106.0,12.06,8.2,4.0,2.21,1.0, False.
IN,105.0,510.0, no, yes,42.0,101.9,79.0,17.32,223.1,97.0,18.96,241.6,77.0,10.87,12.9,2.0,3.48,0.0, False.
DE,85.0,510.0, no, no,0.0,211.5,100.0,35.96,184.6,88.0,15.69,164.3,131.0,7.39,13.3,4.0,3.59,2.0, False.
AL,131.0,510.0, no, no,0.0,153.4,86.0,26.08,198.5,81.0,16.87,164.4,83.0,7.4,10.4,3.0,2.81,0.0, False.
ME,59.0,510.0, no, no,0.0,166.3,95.0,28.27,239.3,87.0,20.34,123.2,108.0,5.54,10.0,3.0,2.7,2.0, False.
SD,148.0,408.0, no, no,0.0,185.2,87.0,31.48,170.4,96.0,14.48,165.1,104.0,7.43,9.5,13.0,2.57,1.0, False.
VA,210.0,408.0, no, no,0.0,104.6,121.0,17.78,149.5,71.0,12.71,255.1,67.0,11.48,6.5,8.0,1.76,2.0, False.
AK,115.0,415.0, no, no,0.0,245.2,105.0,41.68,159.0,109.0,13.52,229.9,74.0,10.35,7.2,8.0,1.94,0.0, False.
ID,106.0,510.0, no, no,0.0,274.4,120.0,46.65,198.6,82.0,16.88,160.8,62.0,7.24,6.0,3.0,1.62,1.0, False.
RI,93.0,415.0, no, no,0.0,98.4,78.0,16.73,249.6,129.0,21.22,248.2,114.0,11.17,14.2,4.0,3.83,1.0, False.
KY,57.0,415.0, no, yes,29.0,279.9,121.0,47.58,223.1,109.0,18.96,251.7,94.0,11.33,13.0,2.0,3.51,1.0, False.
ND,98.0,510.0, no, no,0.0,187.2,127.0,31.82,195.6,88.0,16.63,181.8,129.0,8.18,5.1,4.0,1.38,1.0, False.
HI,157.0,415.0, no, no,0.0,276.2,95.0,46.95,165.8,119.0,14.09,151.6,79.0,6.82,2.2,4.0,0.59,3.0, False.
WI,116.0,415.0, no, yes,35.0,200.4,104.0,34.07,272.8,89.0,23.19,214.5,100.0,9.65,8.3,4.0,2.24,1.0, False.
WV,30.0,510.0, no, no,0.0,162.3,96.0,27.59,244.0,122.0,20.74,180.1,89.0,8.1,9.1,4.0,2.46,2.0, False.
NJ,111.0,510.0, no, no,0.0,176.9,128.0,30.07,102.8,56.0,8.74,213.7,84.0,9.62,10.5,2.0,2.84,4.0, True.
KS,52.0,415.0, no, no,0.0,165.5,78.0,28.14,205.5,89.0,17.47,213.6,124.0,9.61,12.2,6.0,3.29,0.0, False.
AL,72.0,415.0, no, no,0.0,217.8,93.0,37.03,189.7,113.0,16.12,182.6,91.0,8.22,10.4,5.0,2.81,4.0, False.
NJ,135.0,510.0, no, yes,28.0,201.4,100.0,34.24,246.5,117.0,20.95,154.8,131.0,6.97,12.9,4.0,3.48,2.0, True.
NC,86.0,510.0, no, no,0.0,190.5,115.0,32.39,179.6,130.0,15.27,258.5,89.0,11.63,10.1,5.0,2.73,3.0, False.
DE,98.0,415.0, no, yes,29.0,179.9,97.0,30.58,189.2,89.0,16.08,164.3,76.0,7.39,12.8,7.0,3.46,3.0, False.
WY,151.0,510.0, no, no,0.0,235.9,104.0,40.1,80.6,91.0,6.85,212.8,116.0,9.58,5.8,2.0,1.57,3.0, False.
ID,118.0,415.0, no, no,0.0,140.4,112.0,23.87,187.1,60.0,15.9,207.9,155.0,9.36,7.9,1.0,2.13,0.0, False.
NY,117.0,415.0, no, no,0.0,144.6,115.0,24.58,258.8,66.0,22.0,253.2,113.0,11.39,7.4,9.0,2.0,2.0, False.
MO,55.0,510.0, no, no,0.0,189.0,100.0,32.13,118.5,99.0,10.07,248.1,87.0,11.16,17.1,6.0,4.62,0.0, False.
ID,82.0,408.0, no, no,0.0,101.0,93.0,17.17,155.6,104.0,13.23,304.4,93.0,13.7,13.3,2.0,3.59,0.0, False.
IA,152.0,415.0, no, no,0.0,206.3,98.0,35.07,292.8,82.0,24.89,43.7,121.0,1.97,10.6,4.0,2.86,1.0, False.
